current_time,view_duration (ms),faces_count,new_faces_count,male_count,female_count,interest (max 1.0)
2013-11-17.23:45:50,150,1,0,1,0,0.666667
2013-11-17.23:45:50,137,1,0,1,0,0.8
2013-11-17.23:45:50,141,1,0,1,0,0
2013-11-17.23:45:50,171,1,0,1,0,0.8
2013-11-17.23:45:50,97,1,0,1,0,0.2
2013-11-17.23:45:51,178,1,0,1,0,0.833333
2013-11-17.23:45:51,127,1,0,1,0,0.166667
2013-11-17.23:45:54,135,1,0,1,0,0.166667
2013-11-17.23:45:54,130,1,0,1,0,0.166667
2013-11-17.23:45:54,167,1,0,1,0,0
2013-11-17.23:45:54,140,1,0,1,0,0
2013-11-17.23:45:55,133,1,0,1,0,0.857143
2013-11-17.23:45:55,181,1,0,1,0,0.571429
2013-11-17.23:45:55,110,1,0,1,0,0
2013-11-17.23:45:55,148,1,0,1,0,0.285714
2013-11-17.23:45:56,153,1,1,1,0,0.571429
2013-11-17.23:45:56,157,1,0,1,0,0.888889
2013-11-17.23:45:56,120,1,0,1,0,0.222222
2013-11-17.23:46:16,237,1,1,1,0,0
2013-11-17.23:46:16,237,1,0,1,0,0.941176
2013-11-17.23:46:17,250,1,0,1,0,0.705882
2013-11-17.23:46:17,253,1,0,1,0,0.705882
2013-11-17.23:46:18,260,1,0,1,0,0.95
2013-11-17.23:46:18,258,1,0,1,0,0.962963
2013-11-17.23:46:18,252,1,0,1,0,0.518519
2013-11-17.23:46:19,249,1,0,1,0,0.62963
2013-11-17.23:46:19,258,1,0,1,0,0.037037
2013-11-17.23:46:19,258,1,0,1,0,0.777778
2013-11-17.23:46:21,262,1,0,1,0,0.0740741
2013-11-17.23:46:23,268,1,1,1,0,0.37037
2013-11-17.23:46:37,236,1,1,1,0,0
2013-11-17.23:46:38,242,1,0,1,0,0.666667
2013-11-17.23:46:38,252,1,0,1,0,0.333333
2013-11-17.23:46:38,255,1,1,1,0,0.933333
2013-11-17.23:46:39,261,1,0,1,0,0.947368
2013-11-17.23:46:39,269,1,0,1,0,0.736842
2013-11-17.23:46:51,238,1,1,1,0,0
2013-11-17.23:46:51,238,1,0,1,0,0.956522
2013-11-17.23:46:51,239,1,0,1,0,0.130435
2013-11-17.23:46:52,246,1,0,1,0,0.977273
2013-11-17.23:46:52,251,1,0,1,0,0.0227273
2013-11-17.23:46:54,254,1,0,1,0,0.984375
2013-11-17.23:46:54,259,1,0,1,0,0.99654
2013-11-17.23:46:54,257,1,0,1,0,0.996732
2013-11-17.23:46:55,252,1,0,1,0,0.921569
2013-11-17.23:46:55,262,1,0,1,0,0.990196
2013-11-17.23:46:55,257,1,0,1,0,0.905229
2013-11-17.23:46:56,272,1,1,1,0,0.997033
2013-11-17.23:46:56,258,1,0,1,0,0.783383
2013-11-17.23:46:57,249,1,0,1,0,0.0445104
2013-11-17.23:46:57,263,1,0,1,0,0.0890208
2013-11-17.23:46:57,265,1,0,1,0,0.041543
2013-11-17.23:46:58,259,1,0,1,0,0.0178042
2013-11-17.23:46:59,254,1,0,1,0,0.0623145
2013-11-17.23:46:59,269,1,0,1,0,0.041543
2013-11-17.23:46:59,266,1,0,1,0,0.0623145
2013-11-17.23:46:59,261,1,0,1,0,0.0296736
2013-11-17.23:47:06,258,1,0,1,0,0.00593472
2013-11-17.23:47:06,245,1,0,1,0,0.0504451
2013-11-17.23:47:07,242,1,0,1,0,0.0326409
2013-11-17.23:47:07,256,1,0,1,0,0.0563798
2013-11-17.23:47:08,253,1,0,1,0,0.0563798
2013-11-17.23:47:08,259,1,0,1,0,0.0148368
2013-11-17.23:47:29,77,1,1,1,0,0
2013-11-17.23:47:29,80,1,0,1,0,0.75
2013-11-17.23:47:29,98,1,0,1,0,0.833333
2013-11-17.23:47:29,152,1,0,1,0,0.9
2013-11-17.23:47:29,165,1,0,1,0,0.6
2013-11-17.23:47:30,129,1,0,1,0,0.4
2013-11-17.23:47:30,131,1,0,1,0,0.923077
2013-11-17.23:47:30,133,1,0,1,0,0.928571
2013-11-17.23:47:30,156,1,0,1,0,0.5
2013-11-17.23:47:30,129,1,0,1,0,0.357143
2013-11-17.23:47:30,143,1,0,1,0,0.428571
2013-11-17.23:47:31,160,1,0,1,0,0.285714
2013-11-17.23:47:31,110,1,0,1,0,0.357143
2013-11-17.23:47:31,146,1,0,1,0,0.285714
2013-11-17.23:47:31,137,1,0,1,0,0.5
2013-11-17.23:47:31,154,1,0,1,0,0.5
2013-11-17.23:47:31,144,1,0,1,0,0.214286
2013-11-17.23:47:32,163,1,0,1,0,0.214286
2013-11-17.23:47:32,119,1,0,1,0,0.214286
2013-11-17.23:47:32,160,1,0,1,0,0
2013-11-17.23:47:32,155,1,0,1,0,0
2013-11-17.23:47:32,112,1,0,1,0,0.0714286
2013-11-17.23:47:32,165,1,0,1,0,0
2013-11-17.23:47:33,135,1,0,1,0,0
2013-11-17.23:47:33,144,1,0,1,0,0
2013-11-17.23:47:33,131,1,0,1,0,0
2013-11-17.23:47:33,129,1,0,1,0,0
2013-11-17.23:47:33,151,1,0,1,0,0
2013-11-17.23:47:33,161,1,0,1,0,0
2013-11-17.23:47:34,152,1,0,1,0,0
2013-11-17.23:47:34,134,1,0,1,0,0
2013-11-17.23:47:34,147,1,0,1,0,0
2013-11-17.23:47:34,124,1,0,1,0,0
2013-11-17.23:47:34,128,1,0,1,0,0
2013-11-17.23:47:34,147,1,0,1,0,0
2013-11-17.23:47:35,159,1,0,1,0,0
2013-11-17.23:47:35,130,1,0,1,0,0
2013-11-17.23:47:35,129,1,0,1,0,0
2013-11-17.23:47:35,134,1,0,1,0,0.428571
2013-11-17.23:47:35,168,1,0,1,0,0.5
2013-11-17.23:47:35,125,1,0,1,0,0.571429
2013-11-17.23:47:36,143,1,0,1,0,0.357143
2013-11-17.23:47:36,135,1,0,1,0,0.5
2013-11-17.23:47:36,137,1,0,1,0,0.785714
2013-11-17.23:47:36,175,1,0,1,0,0.5
2013-11-17.23:47:36,113,1,0,1,0,0.571429
2013-11-17.23:47:36,145,1,0,1,0,0.642857
2013-11-17.23:47:37,161,1,0,1,0,0
2013-11-17.23:47:37,132,1,0,1,0,0
2013-11-17.23:47:37,127,1,0,1,0,0
2013-11-17.23:47:37,132,1,0,1,0,0
2013-11-17.23:47:37,169,1,0,1,0,0
2013-11-17.23:47:37,127,1,0,1,0,0
2013-11-17.23:47:38,145,1,0,1,0,0
2013-11-17.23:47:38,132,1,0,1,0,0.285714
2013-11-17.23:47:38,160,1,0,1,0,0.642857
2013-11-17.23:47:38,126,1,0,1,0,0.714286
2013-11-17.23:47:38,129,1,0,1,0,0.642857
2013-11-17.23:47:38,169,1,0,1,0,0.642857
2013-11-17.23:47:39,134,1,0,1,0,0.857143
2013-11-17.23:47:39,124,1,0,1,0,0.142857
2013-11-17.23:47:39,161,1,0,1,0,0
2013-11-17.23:47:39,134,1,0,1,0,0
2013-11-17.23:47:39,149,1,0,1,0,0
2013-11-17.23:47:39,161,1,0,1,0,0
2013-11-17.23:47:40,131,1,0,1,0,0.285714
2013-11-17.23:47:40,135,1,0,1,0,0.428571
2013-11-17.23:47:40,137,1,0,1,0,0.785714
2013-11-17.23:47:40,172,1,0,1,0,0.428571
2013-11-17.23:47:40,112,1,0,1,0,0.9375
2013-11-17.23:47:40,145,1,0,1,0,0.125
2013-11-17.23:47:41,151,1,0,1,0,0.0625
2013-11-17.23:47:41,141,1,0,1,0,0
2013-11-17.23:47:41,145,1,0,1,0,0
2013-11-17.23:47:41,115,1,0,1,0,0.25
2013-11-17.23:47:41,153,1,0,1,0,0.25
2013-11-17.23:47:41,139,1,0,1,0,0.3125
2013-11-17.23:47:42,179,1,0,1,0,0.25
2013-11-17.23:47:42,117,1,0,1,0,0.25
2013-11-17.23:47:42,134,1,0,1,0,0.3125
2013-11-17.23:47:42,157,1,0,1,0,0.941176
2013-11-17.23:47:42,127,1,0,1,0,0.764706
2013-11-17.23:47:42,145,1,0,1,0,0.96
2013-11-17.23:47:43,165,1,0,1,0,0.72
2013-11-17.23:47:43,108,1,0,1,0,0.64
2013-11-17.23:47:43,144,1,0,1,0,0.6
2013-11-17.23:47:43,151,1,0,1,0,0.16
2013-11-17.23:47:43,136,1,0,1,0,0
2013-11-17.23:47:43,139,1,0,1,0,0
2013-11-17.23:47:44,160,1,0,1,0,0
2013-11-17.23:47:44,132,1,0,1,0,0
2013-11-17.23:47:44,135,1,0,1,0,0
2013-11-17.23:47:44,136,1,0,1,0,0
2013-11-17.23:47:44,142,1,0,1,0,0
2013-11-17.23:47:44,148,1,0,1,0,0
2013-11-17.23:47:45,149,1,0,1,0,0
2013-11-17.23:47:45,123,1,0,1,0,0
2013-11-17.23:47:45,159,1,0,1,0,0
2013-11-17.23:47:45,132,1,0,1,0,0
2013-11-17.23:47:45,154,1,0,1,0,0
2013-11-17.23:47:45,137,1,0,1,0,0
2013-11-17.23:47:46,158,1,0,1,0,0
2013-11-17.23:47:46,153,1,0,1,0,0
2013-11-17.23:47:46,121,1,0,1,0,0
2013-11-17.23:47:46,157,1,0,1,0,0.08
2013-11-17.23:47:46,129,1,0,1,0,0.48
2013-11-17.23:47:46,169,1,0,1,0,0.68
2013-11-17.23:47:47,127,1,0,1,0,0.6
2013-11-17.23:47:47,110,1,0,1,0,0.72
2013-11-17.23:47:47,166,2,1,2,0,0.26
2013-11-17.23:47:47,126,1,0,1,0,0.04
2013-11-17.23:47:47,138,1,0,1,0,0
2013-11-17.23:47:47,137,1,0,1,0,0
2013-11-17.23:47:48,188,1,0,1,0,0
2013-11-17.23:47:48,102,1,0,1,0,0
2013-11-17.23:47:48,152,1,0,1,0,0
2013-11-17.23:47:48,141,1,0,1,0,0
2013-11-17.23:47:48,128,1,0,1,0,0
2013-11-17.23:47:48,164,1,0,1,0,0
2013-11-17.23:47:49,146,1,0,1,0,0
2013-11-17.23:47:49,110,1,0,1,0,0
2013-11-17.23:47:49,143,1,0,1,0,0
2013-11-17.23:47:49,151,1,0,1,0,0
2013-11-17.23:47:49,156,1,0,1,0,0
2013-11-17.23:47:49,110,1,0,1,0,0
2013-11-17.23:47:50,142,1,0,1,0,0
2013-11-17.23:47:50,136,1,0,1,0,0
2013-11-17.23:47:50,155,1,0,1,0,0
2013-11-17.23:47:50,127,1,0,1,0,0
2013-11-17.23:47:50,129,1,0,1,0,0
2013-11-17.23:47:50,167,1,0,1,0,0
2013-11-17.23:47:51,137,1,0,1,0,0.04
2013-11-17.23:47:51,121,1,0,1,0,0
2013-11-17.23:47:51,181,1,0,1,0,0
2013-11-17.23:47:51,115,1,0,1,0,0
2013-11-17.23:47:51,151,1,0,1,0,0
2013-11-17.23:47:51,141,1,0,1,0,0
2013-11-17.23:47:52,147,1,0,1,0,0
2013-11-17.23:47:52,133,1,0,1,0,0
2013-11-17.23:47:52,136,1,0,1,0,0
2013-11-17.23:47:52,158,1,0,1,0,0
2013-11-17.23:47:52,129,1,0,1,0,0
2013-11-17.23:47:52,176,1,0,1,0,0
2013-11-17.23:47:53,101,1,0,1,0,0
2013-11-17.23:47:53,140,1,0,1,0,0
2013-11-17.23:47:53,142,1,0,1,0,0
2013-11-17.23:47:53,132,1,0,1,0,0
2013-11-17.23:47:53,154,2,1,2,0,0
2013-11-17.23:47:53,126,1,0,1,0,0
2013-11-17.23:47:54,144,1,0,1,0,0
2013-11-17.23:47:54,132,1,0,1,0,0
2013-11-17.23:47:54,132,1,0,1,0,0
2013-11-17.23:47:54,152,1,0,1,0,0
2013-11-17.23:47:54,142,1,0,1,0,0
2013-11-17.23:47:54,164,1,0,1,0,0
2013-11-17.23:47:55,145,1,0,1,0,0
2013-11-17.23:47:55,102,1,0,1,0,0
2013-11-17.23:47:55,156,1,0,1,0,0
2013-11-17.23:47:55,143,1,0,1,0,0
2013-11-17.23:47:55,150,1,0,1,0,0
2013-11-17.23:47:55,136,1,0,1,0,0
2013-11-17.23:47:56,157,1,0,1,0,0
2013-11-17.23:47:56,135,1,0,1,0,0
2013-11-17.23:47:56,135,1,0,1,0,0
2013-11-17.23:47:56,157,1,0,1,0,0
2013-11-17.23:47:56,126,1,0,1,0,0
2013-11-17.23:47:56,171,1,0,1,0,0
2013-11-17.23:47:57,123,1,0,1,0,0
2013-11-17.23:47:57,108,1,0,1,0,0
2013-11-17.23:47:57,162,1,0,1,0,0
2013-11-17.23:47:57,117,1,0,1,0,0
2013-11-17.23:47:57,179,1,0,1,0,0
2013-11-17.23:47:57,107,1,0,1,0,0
2013-11-17.23:47:58,160,1,0,1,0,0
2013-11-17.23:47:58,129,1,0,1,0,0
2013-11-17.23:47:58,135,1,0,1,0,0
2013-11-17.23:47:58,159,1,0,1,0,0
2013-11-17.23:47:58,130,1,0,1,0,0
2013-11-17.23:47:58,151,1,0,1,0,0
2013-11-17.23:47:59,135,1,0,1,0,0
2013-11-17.23:47:59,140,1,0,1,0,0.48
2013-11-17.23:47:59,143,1,0,1,0,0.36
2013-11-17.23:47:59,156,1,0,1,0,0.68
2013-11-17.23:47:59,123,1,0,1,0,0.6
2013-11-17.23:47:59,141,1,0,1,0,0.68
2013-11-17.23:48:00,148,1,0,1,0,0.32
2013-11-17.23:48:00,135,1,0,1,0,0
2013-11-17.23:48:00,155,1,0,1,0,0
2013-11-17.23:48:00,138,1,0,1,0,0.04
2013-11-17.23:48:00,140,1,0,1,0,0
2013-11-17.23:48:00,161,1,0,1,0,0
2013-11-17.23:48:01,142,1,0,1,0,0.24
2013-11-17.23:48:03,141,1,1,1,0,0
2013-11-17.23:48:04,145,1,0,1,0,0
2013-11-17.23:48:04,149,1,0,1,0,0
2013-11-17.23:48:04,121,1,0,1,0,0
2013-11-17.23:48:04,160,1,0,1,0,0
2013-11-17.23:48:04,154,1,0,1,0,0.04
2013-11-17.23:48:04,157,1,0,1,0,0
2013-11-17.23:48:05,104,1,0,1,0,0
2013-11-17.23:48:05,184,1,0,1,0,0
2013-11-17.23:48:05,114,1,0,1,0,0
2013-11-17.23:48:05,132,1,0,1,0,0
2013-11-17.23:48:05,177,1,0,1,0,0
2013-11-17.23:48:05,112,1,0,1,0,0
2013-11-17.23:48:06,149,1,0,1,0,0
2013-11-17.23:48:06,159,1,0,1,0,0
2013-11-17.23:48:06,107,1,0,1,0,0
2013-11-17.23:48:06,159,1,0,1,0,0.04
2013-11-17.23:48:06,130,1,0,1,0,0
2013-11-17.23:48:06,167,1,0,1,0,0.04
2013-11-17.23:48:07,149,1,0,1,0,0
2013-11-17.23:48:07,124,1,0,1,0,0.04
2013-11-17.23:48:07,129,1,0,1,0,0.04
2013-11-17.23:48:07,132,1,0,1,0,0.04
2013-11-17.23:48:07,172,1,0,1,0,0
2013-11-17.23:48:07,116,1,0,1,0,0
